structure_id,material_id,formation_energy_per_atom
5772,mp-971724,-2.1316377112962974
5773,mp-30696,0.024077038571428084
5774,mp-23356,-2.0865759573888907
5775,mp-558073,-2.166417535927734
5776,mp-36465,-2.839391702857143
5777,mp-540839,-1.2632267449310368
5778,mp-9244,-0.37430803916666733
5779,mp-10454,-0.6200101194444455
5780,mp-764245,-2.5690311222772997
5781,mp-1014296,0.31068654312499966
5782,mp-772568,-1.6478530139473684
5783,mp-11233,-0.5293452850000016
5784,mp-220,-0.43362542999999104
5785,mp-676311,-3.6093695599999993
5786,mp-686458,-2.8179174386918615
5787,mp-769152,-0.8931898865625003
5788,mp-2067,-0.7449632983333316
5789,mp-541629,-3.520282357142858
5790,mp-2369,-0.5018371575000025
5791,mp-2082,-0.47138817932539706
5792,mp-772055,-2.8059125437777768
5793,mp-28679,-1.4772059614798845
5794,mp-780860,-2.246760297878788
5795,mp-943466,-2.2033065795
5796,mp-571046,-0.7937796400000001
5797,mp-686583,-3.1323396013032085
5798,mp-567932,-0.11215172638888839
5799,mp-631560,1.003735553850575
5800,mp-14213,-1.118488307850528
5801,mp-27830,-1.5626993412949008
5802,mp-559446,-0.8501582815745944
5803,mp-977062,0.08530955508620686
5804,mp-30151,-0.39325670322916534
5805,mp-767039,-1.9863026032298141
5806,mp-974627,0.03153900372916518
5807,mp-9027,-1.58728328111111
5808,mp-931,-1.731013593988088
5809,mp-985562,-0.475514359270831
5810,mp-722271,-0.8503350406481489
5811,mp-20533,-0.659990643333332
5812,mp-11445,-0.5354747238095224
5813,mp-759450,-1.7715342151923077
5814,mp-569689,-1.516143607410716
5815,mp-757280,-2.0628242065789486
5816,mp-973875,0.08742118812500088
5817,mp-767240,-1.1919389006798036
5818,mp-16183,-0.2872567544034103
5819,mp-767605,-3.171758533958333
5820,mp-680443,-0.23147775511893087
5821,mp-22909,-1.55689979
5822,mp-654199,-0.8660201261715703
5823,mp-510452,-2.4830311367187496
5824,mp-722979,-0.4405536789666674
5825,mp-11322,-0.9840065624999994
5826,mp-779316,-2.8014430150000003
5827,mp-771123,-2.779514111333333
5828,mp-762852,-1.8322249824842873
5829,mp-631522,0.7587291362499986
5830,mp-30457,-0.71176266055555
5831,mp-4051,-3.119440272440476
5832,mp-1008600,-0.24985981638888669
5833,mp-705312,-2.463468104948979
5834,mp-549970,-2.5338580862499995
5835,mp-774762,-0.817834084166666
5836,mp-755881,-3.158356351666666
5837,mp-568823,-0.7966987574999962
5838,mp-20756,-0.7280030705555541
5839,mp-504937,-0.5521352610937501
5840,mp-752535,-2.332168056121212
5841,mp-19408,-2.4288185669791673
5842,mp-866807,-1.897308452628205
5843,mp-975405,-0.5241850445000005
5844,mp-676002,-4.214894901666666
5845,mp-10598,0.009223705000000137
5846,mp-780336,-2.5680941532142865
5847,mp-29617,-0.20126767000000143
5848,mp-17173,-0.610465406187501
5849,mp-703312,-1.92317813064935
5850,mp-570138,-0.6391857048148147
5851,mp-2604,-0.8494175952777757
5852,mp-28549,-2.4350391874444446
5853,mp-755911,-2.2806763840000004
5854,mp-32645,-2.35113461025
5855,mp-776268,-1.2147171667916665
5856,mp-626791,-2.0745819071875005
5857,mp-504962,-1.647056361780459
5858,mp-24659,-0.4504776240625006
5859,mp-778512,-2.7261273478472225
5860,mp-16569,-0.22083206289855142
5861,mp-23146,-1.694854434166667
5862,mp-998732,-1.314082980000001
5863,mp-5186,-0.6283357933333337
5864,mp-651707,-3.2609719395238104
5865,mp-21525,-0.21714202656250192
5866,mp-567415,-0.5791514071428574
5867,mp-20999,-1.0585751067499956
5868,mp-18219,-3.346426772897134
5869,mp-769605,-2.4198448158333337
5870,mp-26301,-2.2831445097089946
5871,mp-505789,-0.8592874352747242
5872,mp-6255,-3.5968357132500004
5873,mp-8768,-0.9068635288374992
5874,mp-504630,-0.8669961631944435
5875,mp-698056,-1.7939234640925592
5876,mp-21660,-0.49562482175000183
5877,mp-776146,-2.340023019761905
5878,mp-781601,-1.948167040143679
5879,mp-559498,-1.6805086496388895
5880,mp-8993,-2.9278534334999984
5881,mp-2923,-2.2371363377272684
5882,mp-6485,-1.7192688465060766
5883,mp-12233,-2.687527499618058
5884,mp-570562,-0.4323707290000073
5885,mp-676555,-0.006262964166656578
5886,mp-569491,-1.211583213580673
5887,mp-29582,-1.7890022230952383
5888,mp-561196,-0.9624634303348216
5889,mp-26304,-1.8679906142274052
5890,mp-542826,-1.5743093055357105
5891,mp-542208,-2.3333826787586207
5892,mp-559643,-0.992865257019703
5893,mp-771304,-2.330644334230769
5894,mp-542220,-0.21569561578304994
5895,mp-755650,-3.820042391000001
5896,mp-1018125,-0.35224859527777613
5897,mp-676248,-0.14236440124999916
5898,mp-555109,-3.5836585325000008
5899,mp-567540,0.0819748969999992
5900,mp-558967,-1.1916201811822908
5901,mp-974970,0.6891168873922413
5902,mp-764620,-2.227581687380953
5903,mp-1042,-0.8552623112500015
5904,mp-30727,-0.1464924120833322
5905,mp-861944,-3.099782156958812
5906,mp-30465,-0.754885816249999
5907,mp-979073,-0.022633213750000714
5908,mp-11190,-0.45454413777777664
5909,mp-24436,-2.1049006549358986
5910,mp-600050,-3.2027378962500004
5911,mp-722278,-2.6755502582305186
5912,mp-2691,-0.8370525111718745
5913,mp-763740,-2.5010701647619036
5914,mp-1019537,-1.940020584642857
5915,mp-758997,-1.6349020705555561
5916,mp-1013878,-2.671769407363095
5917,mp-771256,-2.6968897565384613
5918,mp-554782,-1.0741208737878778
5919,mp-1718,-0.2806834233333338
5920,mp-6638,-0.6016120585714292
5921,mp-541214,-1.7055220741250003
5922,mp-7858,-3.4572803774999983
5923,mp-769229,-2.532796064090908
5924,mp-30893,-1.0474375821428623
5925,mp-866110,-0.20701202249999806
5926,mp-567207,-0.2585777273333306
5927,mp-769464,-3.2055855203136976
5928,mp-27761,-3.5652380850000003
5929,mp-758337,-2.855925476314286
5930,mp-24662,-0.3244338554411762
5931,mp-11453,-0.8964716100000025
5932,mp-27425,-2.1146129774999993
5933,mp-706670,-1.436446337272727
5934,mp-553278,-3.006239250639204
5935,mp-774258,-2.8906212690145505
5936,mp-560875,-2.1689745777444442
5937,mp-23326,-2.5615167736363635
5938,mp-768812,-2.4172048124074075
5939,mp-865164,-0.08946806499999926
5940,mp-774355,-2.3986325643333335
5941,mp-31488,-2.7170967846874996
5942,mp-30852,-0.49484625518518516
5943,mp-767521,-2.3107847720056776
5944,mp-976155,-0.9560967629166646
5945,mp-557232,-2.2986236137083336
5946,mp-9856,-1.6115635493902676
5947,mp-8743,-0.7371078212499977
5948,mp-762279,-3.3724588965246936
5949,mp-775287,-2.5233646203333335
5950,mp-29194,-0.8747453294773696
5951,mp-862601,-0.3551194683333326
5952,mp-779059,-2.7970949454901963
5953,mp-555704,-2.398526329791667
5954,mp-765256,-2.4142045859523806
5955,mp-5416,-1.7952078387670618
5956,mp-776006,-2.40960435327381
5957,mp-2226,-0.9281805375000012
5958,mp-759874,-2.2694723936369043
5959,mp-7594,-3.0046333844971267
5960,mp-6013,-0.9685262467447915
5961,mp-675554,-1.230867703928571
5962,mp-604964,-0.9198096030733085
5963,mp-707095,-2.5258947081250005
5964,mp-754761,-3.59542025607143
5965,mp-974565,0.41184229672618855
5966,mp-29550,-2.7018315462500007
5967,mp-554206,-2.500848698408488
5968,mp-3595,-0.19129557750000004
5969,mp-545659,-2.8251768061666667
5970,mp-569532,-0.5649003063690472
5971,mp-1483,-0.8000810787500008
5972,mp-27947,-0.42160194595237954
5973,mp-755353,-3.1527415326190473
5974,mp-680690,-1.569322291750001
5975,mp-554328,-1.7339570481465518
5976,mp-27292,-2.135548649558822
5977,mp-541852,-0.10455105000000167
5978,mp-693682,-3.0937590464919067
5979,mp-570423,-1.9066669416071444
5980,mp-619775,-1.329865968636364
5981,mp-540881,-1.3209108730795034
5982,mp-571458,-1.021950393500002
5983,mp-1017447,-1.1727622385000012
5984,mp-676591,-2.8410155502824868
5985,mp-686042,-2.126864173076923
5986,mp-559366,-1.1305412211607138
5987,mp-21656,-0.726053365924598
5988,mp-12901,-0.5863420611111102
5989,mp-779314,-2.327800102755951
5990,mp-862630,-0.08701416937500284
5991,mp-21077,-0.7774648062500003
5992,mp-998979,-0.0298378141666662
5993,mp-616135,-0.4357826985112215
5994,mp-567371,-0.7205221348888888
5995,mp-973136,-2.2906269146666665
5996,mp-578628,-2.0333507299999996
5997,mp-865514,-0.6816236487499978
5998,mp-697797,-2.512045959327731
5999,mp-758054,-1.944523644166666
6000,mp-24075,-2.244273694107142
6001,mp-18744,-3.113661218499999
6002,mp-972657,-0.6036777862500005
6003,mp-755414,-1.6422621560416655
6004,mp-6496,-1.788666265531609
6005,mp-864999,-0.8725378233333307
6006,mp-23059,-1.888469903333333
6007,mp-12060,-0.8463998224999983
6008,mp-8188,-3.093135745562499
6009,mp-3887,-0.7052411462500009
6010,mp-2423,-1.6763183639062547
6011,mp-770833,-2.336329271666666
6012,mp-541368,-1.822846709102569
6013,mp-27669,0.08083673916406156
6014,mp-4394,-2.9552872180302994
6015,mp-558106,-0.606163464012606
6016,mp-29066,-0.3213371253124997
6017,mp-776461,-2.8128786291666663
6018,mp-706910,-1.9965081080208327
6019,mp-582767,-1.8504077397916656
6020,mp-4815,-1.0708560823333322
6021,mp-976407,0.1806265768749995
6022,mp-7976,-2.9796423343750016
6023,mp-640118,-0.29189903624999936
6024,mp-6336,-2.546880178577879
6025,mp-571258,-1.0856357442307685
6026,mp-22444,-0.40036144232936505
6027,mp-764547,-2.2680882540151512
6028,mp-558206,-3.083181360881249
6029,mp-767208,-0.22593084736150681
6030,mp-759289,-2.4929030506613747
6031,mp-391,-0.5812863116666662
6032,mp-567443,-0.7216154614492754
6033,mp-42054,-3.129271671233333
6034,mp-30359,-0.3500561933333349
6035,mp-13654,-0.9369433720000074
6036,mp-21116,-0.5707676369999988
6037,mp-768476,-1.2996422271874994
6038,mp-850364,-2.1402628791666665
6039,mp-975390,0.21772340812500013
6040,mp-619791,-2.3007771421875
6041,mp-30282,-1.7778815228571427
6042,mp-755071,-2.0200348016666667
6043,mp-5905,-3.6812032614285712
6044,mp-8365,-0.5281828934913779
6045,mp-21500,-0.47007365000000334
6046,mp-768166,-0.9861611582291712
6047,mp-3555,-0.9994050800000013
6048,mp-27413,-0.504240016913918
6049,mp-6903,-3.3623642405919525
6050,mp-27342,-2.4986737547058815
6051,mp-773359,-2.1507721858333335
6052,mp-722860,-1.8574455816328603
6053,mp-541114,-3.280319894250001
6054,mp-542038,-3.7295415401470584
6055,mp-631480,1.2225166662500007
6056,mp-676325,-1.765678220238097
6057,mp-753903,-2.0111917903030303
6058,mp-554542,-3.4145471484166676
6059,mp-867909,-0.6000478612499984
6060,mp-1179,-0.32757857194444523
6061,mp-21901,-0.3410104986111122
6062,mp-675118,-4.254853682931033
6063,mp-762266,-2.231134840151515
6064,mp-772521,-2.445641585
6065,mp-961690,0.2746831583002229
6066,mp-19452,-2.6017271470748304
6067,mp-773100,-2.9274190575000016
6068,mp-755610,-3.092502083333333
6069,mp-972411,0.03630212125000298
6070,mp-4304,-0.8232309699999973
6071,mp-862945,-1.3133058668750017
6072,mp-22935,-1.9528160232183909
6073,mp-4720,-0.4608305791666665
6074,mp-684502,-2.312732458761905
6075,mp-16773,-2.9186639329160045
6076,mp-38843,-3.3821137905185177
6077,mp-626112,-1.1142677086607147
6078,mp-1910,-0.34413840833333253
6079,mp-753848,-1.1124665361904766
6080,mp-542054,-1.6276102612438441
6081,mp-764741,-2.244240837751937
6082,mp-10985,-0.6152740595833327
6083,mp-571443,-0.29218654299999824
6084,mp-11525,-0.4979065900000039
6085,mp-781080,-1.7105195704166658
6086,mp-686086,-0.43600642375000415
6087,mp-20708,-0.5483744554761886
6088,mp-26835,-2.443650985733083
6089,mp-632402,-3.816355449393939
6090,mp-631532,0.4167823083333331
6091,mp-22542,-0.5580291750000057
6092,mp-554615,-2.9251457596289683
6093,mp-768908,-3.165496117333332
6094,mp-1018942,-0.43304568555555534
6095,mp-559822,-3.187253551733334
6096,mp-752895,-2.6128197475
6097,mp-8039,-3.8586870412500005
6098,mp-674361,-2.8894612342666677
6099,mp-762292,-2.45755789754386
6100,mp-1007693,-0.1638579074999882
6101,mp-631336,0.6505071599999992
6102,mp-775190,-2.2168181561904774
6103,mp-864906,-0.3313009074999984
6104,mp-756897,-2.000623767638888
6105,mp-18812,-3.1752927812500005
6106,mp-982448,0.03813375937500041
6107,mp-24001,-2.3549776551367865
6108,mp-27295,-2.786944513953489
6109,mp-768094,-2.2391406087417898
6110,mp-567271,-0.257738349583326
6111,mp-20647,-0.7730081049999967
6112,mp-766664,-2.5030343848809533
6113,mp-23942,-1.7729738619126978
6114,mp-39387,-3.409136437090909
6115,mp-30526,-0.18574687703148499
6116,mp-975463,-2.226777475
6117,mp-674297,-1.353750147275862
6118,mp-996942,-0.9320697473333333
6119,mp-3248,-2.844339936527779
6120,mp-19996,-3.4188992390000004
6121,mp-753306,-3.879947882499996
6122,mp-156,0.01936170500000145
6123,mp-974603,-1.6436407558333344
6124,mp-775442,-2.05714438547619
6125,mp-765484,-1.4799112675307886
6126,mp-557933,-3.2594026877777784
6127,mp-1013849,-1.8134784629999998
6128,mp-557049,-0.8858759719999991
6129,mp-5152,-3.7784762018749998
6130,mp-1008929,0.0780509674999994
6131,mp-540292,-2.4514059016220227
6132,mp-31417,-3.7456433427121225
6133,mp-6244,-1.23645850658854
6134,mp-37070,-2.292050788333332
6135,mp-763950,-2.5587822072222224
6136,mp-29861,-1.2335747530220291
6137,mp-774714,-2.522000160663265
6138,mp-561270,-1.3058958576923072
6139,mp-20911,-0.3988872126190479
6140,mp-5080,-0.24260706999999984
6141,mp-196,-0.42809385035714137
6142,mp-559375,-1.6563798708035917
6143,mp-998398,-1.047631763333333
6144,mp-864922,-0.41613972875000016
6145,mp-541612,-2.3291283956896556
6146,mp-706995,-0.674109861693548
6147,mp-628768,-0.5996840966666608
6148,mp-676684,-3.208372448000001
6149,mp-971844,-0.31004535472222966
6150,mp-22682,-0.6045200566666674
6151,mp-767393,-3.056304059817351
6152,mp-31011,-0.9596104779999998
6153,mp-29483,-1.4748971498333319
6154,mp-1018819,-0.31572783527777776
6155,mp-770494,-1.5104712864285712
6156,mp-9460,-0.04292280300000044
6157,mp-1084,-0.2255286780769235
6158,mp-555472,-3.116680973834154
6159,mp-6094,-3.374635929583333
6160,mp-775285,-1.2838733449404762
6161,mp-542724,-3.5581928091666675
6162,mp-705333,-2.4707486783432544
6163,mp-559493,-1.4081958891726187
6164,mp-3521,-3.228677522590996
6165,mp-29156,-1.1911929105198453
6166,mp-972542,-0.5651232795833367
6167,mp-999318,0.026048007500001802
6168,mp-976405,0.32038161086206784
6169,mp-1020613,-1.6423773769999983
6170,mp-7790,-1.4334219290277777
6171,mp-20114,-0.5009609959770138
6172,mp-13744,-1.8299430271428558
6173,mp-568247,-0.7942506437499972
6174,mp-776005,-1.7657390303333336
6175,mp-977364,-0.4132828532812596
6176,mp-558769,-4.047624774715255
6177,mp-975170,-0.21248978625000864
6178,mp-13974,-3.4005203564687476
6179,mp-865125,-0.6831364531249982
6180,mp-10418,-1.864373579375
6181,mp-770416,-3.3098719263425918
6182,mp-974768,0.19157399000000006
6183,mp-2721,-3.6889471109999996
6184,mp-9473,-0.7742038698571421
6185,mp-540942,-2.6683524388083333
6186,mp-755713,-2.9896756146666674
6187,mp-6287,-0.41923352590000035
6188,mp-30426,-0.5109697500000014
6189,mp-975236,-0.8889363144999998
6190,mp-29417,-1.9580637254137905
6191,mp-976126,0.620991614687501
6192,mp-1994,-1.084847615000001
6193,mp-9573,-0.3796838329597711
6194,mp-756296,-3.644023935166667
6195,mp-851,-0.9603271716666697
6196,mp-770386,-2.538269037680624
6197,mp-10219,-4.196186996666667
6198,mp-669347,-2.35601416845
6199,mp-20875,-0.7443161044444397
6200,mp-9437,-0.4020708866666685
6201,mp-21372,-2.2273166961607123
6202,mp-10731,-2.9880088001666665
6203,mp-669521,-2.15878320365942
6204,mp-29704,-1.8032474931650242
6205,mp-570298,-0.6094389680000034
6206,mp-773510,-2.269430502380953
6207,mp-973528,0.26478334115625035
6208,mp-13541,-3.1848742784848483
6209,mp-558469,-0.24570019716703465
6210,mp-7784,-1.7273867954166662
6211,mp-33551,-1.6385234959523811
6212,mp-560921,-2.194514815352665
6213,mp-6493,-3.360924786785714
6214,mp-777477,-2.7736975197222216
6215,mp-558065,-2.4978299786943152
6216,mp-866696,-2.195395254375
6217,mp-13283,-2.3802718929999997
6218,mp-5109,-0.6881894820000014
6219,mp-568771,-0.622559889705883
6220,mp-22767,-0.47452015499999806
6221,mp-22994,-1.384245133666667
6222,mp-974068,0.07731056187500229
6223,mp-7656,-1.805002025939655
6224,mp-644481,-3.2404897350000006
6225,mp-705900,-2.074633520045076
6226,mp-12710,-0.674469673888891
6227,mp-721249,-2.494364972304762
6228,mp-580930,-0.7950263756249987
6229,mp-16984,-2.6381719445454546
6230,mp-975079,-0.10375533112068958
6231,mp-30550,-0.3296978980000025
6232,mp-772025,-2.3295878804393926
6233,mp-625812,-1.0380172100000002
6234,mp-558195,-3.2787234781944434
6235,mp-556030,-2.4497540156249995
6236,mp-684768,-3.412713637000001
6237,mp-773061,-3.3225880956770837
6238,mp-560624,-2.561572092727832
6239,mp-17344,-1.4692030799999998
6240,mp-29459,-1.4475684326785714
6241,mp-752429,-2.4558159716666688
6242,mp-943462,-1.9150350907870386
6243,mp-1619,-0.36752021785714106
6244,mp-765705,-2.3709525143842365
6245,mp-554605,-2.062817200625
6246,mp-761036,-1.3100962353906234
6247,mp-631301,0.7496155531746022
6248,mp-763353,-1.844316200833332
6249,mp-776076,-3.3650933417499997
6250,mp-669471,-0.09765259181818209
6251,mp-762311,-0.7265957903124995
6252,mp-559094,-0.9977723154166667
6253,mp-752724,-3.8086840847916665
6254,mp-19214,-3.147866788333333
6255,mp-554159,-2.964120770208333
6256,mp-755652,-3.8607882133939366
6257,mp-13470,-0.45038248250000096
6258,mp-29187,-0.3133490452040815
6259,mp-2648,-1.3293706066666633
6260,mp-23526,-1.083207109958335
6261,mp-758840,-2.4708415390151095
6262,mp-27583,-2.8504518415142717
6263,mp-19376,-2.918284943752874
6264,mp-569427,-1.043067210780092
6265,mp-965,-0.608675188333334
6266,mp-556125,-2.1835397440250413
6267,mp-774810,-2.492271209056123
6268,mp-772748,-2.8463147497142853
6269,mp-776726,-3.084364303833334
6270,mp-1019511,-3.095414375357142
6271,mp-568747,-0.7006981323874996
6272,mp-24563,-2.037924505157563
6273,mp-2157,0.10872505875000016
6274,mp-5737,-1.60526750890625
6275,mp-569218,-0.3431717706249988
6276,mp-580589,-2.5000453540689653
6277,mp-556051,-2.0763890654166652
6278,mp-34891,-1.7073378213394337
6279,mp-2988,-0.48710504104166663
6280,mp-34770,-2.1791949401785757
6281,mp-8953,-1.2831765058333373
6282,mp-27262,-0.6556539261363681
6283,mp-600033,-3.2587295361111117
6284,mp-22817,-0.5859819597999987
6285,mp-20680,-1.224334623571431
6286,mp-981384,0.09903331625000078
6287,mp-765230,-2.977491400555556
6288,mp-793,-0.5542452931250015
6289,mp-975838,0.5412564908749999
6290,mp-570775,-0.7227073774999999
6291,mp-780897,-2.18936479285807
6292,mp-683949,-1.1497726675892856
6293,mp-754779,-1.3751915648611106
6294,mp-8999,-0.6376841447619057
6295,mp-733653,-2.724018262368422
6296,mp-769778,-2.538643234259259
6297,mp-541041,-2.7115141339021154
6298,mp-973738,-1.0106709258333333
6299,mp-2053,-0.34550683750000033
6300,mp-8062,-0.3057778925000001
6301,mp-570306,-0.849844910972226
6302,mp-559663,-2.9896298625925932
6303,mp-862702,-0.38885600062500103
6304,mp-974861,-1.20204872342912
6305,mp-971979,-0.37458726250000396
6306,mp-999441,0.2867424774999989
6307,mp-560120,-1.091131615408349
6308,mp-771387,-2.1310742489090377
6309,mp-622105,-2.1882570089743583
6310,mp-19475,-2.884990487254901
6311,mp-633099,-1.8081350131818177
6312,mp-766034,-1.8465381596551733
6313,mp-559722,-0.7589517222115402
6314,mp-771317,-2.5981693270987654
6315,mp-1113,-0.24568312916666457
6316,mp-9071,-0.6898967597435899
6317,mp-8267,-0.9572971788785651
6318,mp-510661,-1.4743499513461547
6319,mp-9625,-2.9465851014965985
6320,mp-631388,0.622512745477645
6321,mp-707775,-2.293330449851448
6322,mp-555349,-3.2775912614583356
6323,mp-865234,-0.3442264143333347
6324,mp-15706,-0.5605418896875012
6325,mp-764595,-2.294211682806514
6326,mp-759786,-3.3284096108788326
6327,mp-16958,-0.8108710309920658
6328,mp-19763,-0.6486200240000024
6329,mp-561,-0.9978607266071435
6330,mp-17128,-2.9250557466607368
6331,mp-861909,-0.35746503937499874
6332,mp-1009483,0.9701725316666661
6333,mp-1018020,-0.37278645658854126
6334,mp-28921,-0.5582132001692734
6335,mp-4022,-0.8617908279999981
6336,mp-758265,-2.104887682592588
6337,mp-684591,-3.3011647952500005
6338,mp-978099,-2.9667078090025427
6339,mp-722246,-1.9377144820238092
6340,mp-33667,-2.0890929599999994
6341,mp-583684,-0.15627476333333354
6342,mp-30433,-0.681184819000002
6343,mp-541448,-1.0366694399999987
6344,mp-769511,-2.3863766182212642
6345,mp-16596,-3.081576141160257
6346,mp-643727,-1.2369773840624996
6347,mp-695955,-1.3387727691732807
6348,mp-771977,-2.8586232129166667
6349,mp-603633,-1.8391363953061233
6350,mp-21495,-0.557252527380952
6351,mp-672341,-3.683017185357142
6352,mp-568021,-0.4309181769999995
6353,mp-7206,-1.5259704811111163
6354,mp-29332,-1.2831919528571416
6355,mp-983583,-0.303155337499998
6356,mp-570557,-0.0744627054166666
6357,mp-22902,-0.4151564158333336
6358,mp-755592,-2.3948322001944433
6359,mp-643385,-2.0238944984375005
6360,mp-20582,-0.6487694074999979
6361,mp-8950,-1.1789072233333353
6362,mp-15442,-0.9112089370370365
6363,mp-754140,-2.2851010909687517
6364,mp-1007857,0.12453846500000054
6365,mp-1148,-0.5191005466666638
6366,mp-689940,-2.088793268690478
6367,mp-541937,-0.7462561203826498
6368,mp-1018694,-0.6621560427777785
6369,mp-976948,0.5097134040625004
6370,mp-755805,-1.9824641742857128
6371,mp-764909,-2.512404395139006
6372,mp-583234,-0.16186584400000542
6373,mp-971941,-0.16911967499999925
6374,mp-28705,-0.6132523613888891
6375,mp-766175,-2.5197825752579366
6376,mp-866025,-0.5685817830706067
6377,mp-38089,-1.6422256167616187
6378,mp-770199,-2.391588839431217
6379,mp-557911,-3.192612444444444
6380,mp-31301,-0.2823388860416647
6381,mp-13039,-2.4236812635714315
6382,mp-4967,-2.396851434166665
6383,mp-39412,-2.7620745470862063
6384,mp-7941,-2.1320907020512823
6385,mp-19035,-2.1022565076666653
6386,mp-772528,-1.7210616045862075
6387,mp-697180,-0.07422344041666484
6388,mp-974432,0.5538399125000026
6389,mp-558539,-2.453567828394397
6390,mp-773024,-3.146191273802083
6391,mp-769365,-1.3072955095572911
6392,mp-1175,-1.1801481721093747
6393,mp-29936,-1.0153931541666692
6394,mp-972320,-0.4835038631944452
6395,mp-865014,-0.07005457499999916
6396,mp-777082,-2.377536913088624
6397,mp-568,-0.408970595555554
6398,mp-760402,-2.3872927062222224
6399,mp-16644,-0.8655565655555537
6400,mp-540949,-3.2635678793333343
6401,mp-580155,-0.47692993835497854
6402,mp-977382,-0.3139983324166664
6403,mp-16819,-1.6326734050833338
6404,mp-6880,-1.912244272222222
6405,mp-866094,-0.19679169749999836
6406,mp-677093,-0.832997405476189
6407,mp-697806,-1.6807464488509323
6408,mp-983365,-0.021142629687499692
6409,mp-772141,-1.9374404177500004
6410,mp-28730,-1.2371757783854171
6411,mp-27741,-0.2648358805555529
6412,mp-5792,-0.45146605874999857
6413,mp-567478,-0.5600307245237068
6414,mp-19965,-3.2067343679499984
6415,mp-17323,-2.80553174632353
6416,mp-17325,-0.620258596874999
6417,mp-756721,-1.6321654350985193
6418,mp-697815,-2.103953685389611
6419,mp-752420,-4.287512381470588
6420,mp-763248,-2.0670602458823537
6421,mp-998151,-2.187154794666668
6422,mp-2653,-1.3182748731250022
6423,mp-554704,-2.7624703058407745
6424,mp-767945,-1.693552856696429
6425,mp-570610,-0.8268369065641016
6426,mp-755428,-1.471404287500001
6427,mp-2983,-1.0379808983503402
6428,mp-29910,-1.9786053713636362
6429,mp-542115,-1.017421652158204
6430,mp-571216,-0.5001967333333326
6431,mp-30668,-0.23880907662500306
6432,mp-776641,-1.4772543431896552
6433,mp-30840,-0.6144632066666702
6434,mp-568029,-0.39742051613636353
6435,mp-570245,-0.6563462725000001
6436,mp-561424,-3.647770959541667
6437,mp-975050,0.8572649243749999
6438,mp-4376,-4.043544049642857
6439,mp-1001837,0.19826044601190773
6440,mp-16234,-0.58239625405711
6441,mp-557853,-1.452971211319445
6442,mp-972751,0.5275526387499987
6443,mp-9668,-2.147024222314816
6444,mp-30292,-2.03018731329861
6445,mp-569168,-1.2376389456130266
6446,mp-10898,-0.6274300212499995
6447,mp-769045,-3.1683676988333342
6448,mp-621852,-0.6590012285000014
6449,mp-2093,-0.1877412187499985
6450,mp-209,-2.1738531932708325
6451,mp-19172,-2.3618496547708325
6452,mp-767572,-2.933570659324713
6453,mp-581736,-0.8146155849999985
6454,mp-19189,-1.607684705380681
6455,mp-26390,-2.844751375966387
6456,mp-996979,-1.7076398941666642
6457,mp-31452,-0.3079247500000015
6458,mp-20146,-0.5689627439999996
6459,mp-780440,-2.350852942665229
6460,mp-867287,-0.4581023866666669
6461,mp-865232,-0.18658769750000204
6462,mp-1018141,0.17763013666666674
6463,mp-766023,-2.586342292982456
6464,mp-560936,-3.115939426637931
6465,mp-974038,-0.056308182857139046
6466,mp-769073,-2.9860913179445707
6467,mp-559068,-1.3998115159573934
6468,mp-11974,-0.9031449805555588
6469,mp-560098,-1.8336508283333235
6470,mp-28395,-0.3262236497108851
6471,mp-765721,-2.262387023701149
6472,mp-569346,-0.33453556833333176
6473,mp-781613,-1.4589435936904758
6474,mp-17650,-1.2927190064999987
6475,mp-632692,-2.34921354127619
6476,mp-769460,-1.9619381172352217
6477,mp-560468,-1.8146400828571427
6478,mp-775335,-2.109076540119047
6479,mp-22758,-0.8008096099999988
6480,mp-28534,-1.824617550333334
6481,mp-3731,-2.899517651666666
6482,mp-569267,-0.8546726594999996
6483,mp-759882,-0.7181428556089753
6484,mp-16795,-4.031178039285714
6485,mp-541569,-1.0581757104833336
6486,mp-865808,-0.47049519608333057
6487,mp-631546,0.8453412447777803
6488,mp-17987,-3.4434415894623642
6489,mp-13435,-0.3883306591666666
6490,mp-1649,-0.07291882749999878
6491,mp-2324,-0.3952124038888864
6492,mp-673023,-2.533631231772487
6493,mp-752888,-2.3140231639583337
6494,mp-583553,-1.3883896355952392
6495,mp-631502,0.40069030875000067
6496,mp-6962,-0.7519927030000005
6497,mp-756912,-2.3766995583333332
6498,mp-604459,-2.3158437578070177
6499,mp-12678,-0.13131666043295334
6500,mp-557900,-1.9032218853571428
6501,mp-560297,-3.1945872472708343
6502,mp-607,-0.2821043816666619
6503,mp-510099,-0.1396743726923065
6504,mp-31739,-2.546215657011905
6505,mp-16184,-0.8198785858854181
6506,mp-505815,-1.8191139642537717
6507,mp-766881,-1.2049967805921054
6508,mp-973920,-2.6863378481111115
6509,mp-13074,-0.4064118277777698
6510,mp-569813,-0.43229448250000196
6511,mp-568336,-0.9409387188333298
6512,mp-866062,-0.799965855
6513,mp-971891,-0.3881260274999998
6514,mp-552056,-1.4644022879999994
6515,mp-672339,-0.2275167681728791
6516,mp-684503,-2.50068604587585
6517,mp-1006132,-0.03981742250000764
6518,mp-753649,-2.7538005566341983
6519,mp-769036,-1.3705181527192976
